"","ds_ID","auth_ID","timestamp"
"1","doi:10.7281/T1/IRMGH8",1,2024-02-28 12:19:18
"2","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"3","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"4","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"5","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"6","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"7","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"8","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"9","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"10","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"11","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"12","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"13","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"14","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"15","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"16","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"17","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"18","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"19","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"20","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"21","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"22","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"23","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"24","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"25","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"26","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"27","doi:10.7281/T1/D3EV75",2,2022-05-24 12:27:31
"28","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"29","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"30","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"31","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"32","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"33","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"34","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"35","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"36","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"37","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"38","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"39","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"40","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
"41","doi:10.7281/T1/5UEIRG",2,2022-05-24 12:26:25
